## Mon May 19 19:33:23 2025
## emapper-2.1.12
## /emapper_web_jobs/home/emapper/miniforge3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_m55g7mdv --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_m55g7mdv --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_m55g7mdv/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
M82_02g089060.3.1	4081.Solyc02g089060.2.1	4.51e-232	643.0	28IZV@1|root,2QRBN@2759|Eukaryota,37Q1I@33090|Viridiplantae,3GD5S@35493|Streptophyta,44MRR@71274|asterids	35493|Streptophyta	S	methylesterase 11	-	-	-	ko:K18635	-	-	-	-	ko00000,ko04812	-	-	-	Abhydrolase_1,Abhydrolase_6
M82_02g089260.3.1	4081.Solyc02g089260.2.1	0.0	2506.0	KOG1776@1|root,KOG1776@2759|Eukaryota,37NYR@33090|Viridiplantae,3G7MS@35493|Streptophyta,44IG7@71274|asterids	35493|Streptophyta	T	Auxin transport protein (BIG)	-	GO:0000003,GO:0000902,GO:0003006,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005911,GO:0006810,GO:0007275,GO:0008150,GO:0009314,GO:0009416,GO:0009506,GO:0009605,GO:0009607,GO:0009620,GO:0009628,GO:0009639,GO:0009640,GO:0009653,GO:0009719,GO:0009725,GO:0009733,GO:0009791,GO:0009826,GO:0009914,GO:0009926,GO:0009987,GO:0010015,GO:0010016,GO:0010033,GO:0010101,GO:0010102,GO:0010229,GO:0010311,GO:0010817,GO:0016020,GO:0016043,GO:0016049,GO:0022414,GO:0022622,GO:0030054,GO:0032501,GO:0032502,GO:0032989,GO:0040007,GO:0042221,GO:0043207,GO:0044424,GO:0044444,GO:0044464,GO:0048281,GO:0048364,GO:0048367,GO:0048527,GO:0048528,GO:0048589,GO:0048608,GO:0048646,GO:0048731,GO:0048856,GO:0048869,GO:0050896,GO:0051179,GO:0051234,GO:0051704,GO:0051707,GO:0055044,GO:0060560,GO:0060918,GO:0061458,GO:0065007,GO:0065008,GO:0071840,GO:0090567,GO:0090696,GO:0090697,GO:0090698,GO:0099402,GO:1905392,GO:1905393	2.3.2.27	ko:K10691	ko05165,ko05203,map05165,map05203	-	-	-	ko00000,ko00001,ko01000,ko04121	-	-	-	E3_UbLigase_R4,ZZ
M82_05g010660.3.1	4081.Solyc02g089340.2.1	0.0	1399.0	COG5108@1|root,KOG1038@2759|Eukaryota,37Q9S@33090|Viridiplantae,3G82K@35493|Streptophyta,44SWP@71274|asterids	35493|Streptophyta	KL	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	-	GO:0000428,GO:0000959,GO:0003674,GO:0003824,GO:0003899,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006139,GO:0006351,GO:0006390,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009536,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0030880,GO:0032774,GO:0032991,GO:0034062,GO:0034245,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0061695,GO:0071704,GO:0090304,GO:0097659,GO:0097747,GO:0098798,GO:0140053,GO:0140098,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1990234	2.7.7.6	ko:K10908	-	-	-	-	ko00000,ko01000,ko03029	-	-	-	RNA_pol,RPOL_N
M82_02g089790.3.1	4081.Solyc02g089790.2.1	0.0	2758.0	COG5076@1|root,KOG1778@2759|Eukaryota,37K7N@33090|Viridiplantae,3GBQJ@35493|Streptophyta,44P9B@71274|asterids	35493|Streptophyta	K	Histone acetylation protein	-	-	2.3.1.48	ko:K04498	ko04024,ko04066,ko04068,ko04110,ko04310,ko04330,ko04350,ko04520,ko04630,ko04720,ko04916,ko04919,ko04922,ko05016,ko05152,ko05161,ko05164,ko05165,ko05166,ko05167,ko05168,ko05169,ko05200,ko05203,ko05206,ko05211,ko05215,map04024,map04066,map04068,map04110,map04310,map04330,map04350,map04520,map04630,map04720,map04916,map04919,map04922,map05016,map05152,map05161,map05164,map05165,map05166,map05167,map05168,map05169,map05200,map05203,map05206,map05211,map05215	-	-	-	ko00000,ko00001,ko01000,ko03000,ko03029,ko03036	-	-	-	HAT_KAT11,PHD,ZZ,zf-TAZ
M82_02g089880.3.1	4081.Solyc02g089880.2.1	2.89e-254	697.0	2BYJN@1|root,2QTN8@2759|Eukaryota,37NQQ@33090|Viridiplantae,3G99K@35493|Streptophyta,44T2I@71274|asterids	35493|Streptophyta	G	Glycosyl transferase family 8	-	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005975,GO:0005976,GO:0008150,GO:0008152,GO:0008194,GO:0009058,GO:0009059,GO:0012505,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0047262,GO:0071704,GO:1901576	-	ko:K20893	-	-	-	-	ko00000,ko01000,ko01003	-	GT8	-	Glyco_transf_8
M82_02g090110.3.1	4081.Solyc02g090110.2.1	0.0	1409.0	COG0515@1|root,KOG1187@2759|Eukaryota,37HHN@33090|Viridiplantae,3GFM6@35493|Streptophyta,44HQK@71274|asterids	35493|Streptophyta	T	Epidermal growth factor-like domain.	-	-	-	-	-	-	-	-	-	-	-	-	GUB_WAK_bind,Pkinase,Pkinase_Tyr
M82_02g090350.3-c2.1	4081.Solyc02g090350.2.1	0.0	1005.0	COG2124@1|root,KOG0156@2759|Eukaryota,37QSJ@33090|Viridiplantae,3G8WW@35493|Streptophyta	35493|Streptophyta	Q	Belongs to the cytochrome P450 family	-	-	-	ko:K20556	-	-	-	-	ko00000,ko00199	-	-	-	p450
M82_02g090430.3.1	4081.Solyc02g090430.2.1	0.0	1218.0	KOG0198@1|root,KOG0198@2759|Eukaryota,37QT0@33090|Viridiplantae,3G76H@35493|Streptophyta,44MZ5@71274|asterids	35493|Streptophyta	T	Mitogen-activated protein kinase kinase kinase	-	GO:0000165,GO:0000186,GO:0000187,GO:0001932,GO:0001934,GO:0002682,GO:0002831,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004709,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006979,GO:0007154,GO:0007165,GO:0007346,GO:0008150,GO:0008152,GO:0009719,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010033,GO:0010200,GO:0010243,GO:0010562,GO:0010604,GO:0010646,GO:0010647,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019220,GO:0019222,GO:0019538,GO:0023014,GO:0023051,GO:0023052,GO:0023056,GO:0031098,GO:0031323,GO:0031325,GO:0031347,GO:0031399,GO:0031401,GO:0032101,GO:0032147,GO:0032268,GO:0032270,GO:0032879,GO:0033554,GO:0033674,GO:0035556,GO:0035690,GO:0036211,GO:0042221,GO:0042325,GO:0042327,GO:0042493,GO:0043085,GO:0043170,GO:0043405,GO:0043406,GO:0043408,GO:0043410,GO:0043412,GO:0043549,GO:0043900,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0045088,GO:0045859,GO:0045860,GO:0045937,GO:0046777,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050776,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051174,GO:0051246,GO:0051247,GO:0051338,GO:0051347,GO:0051716,GO:0051726,GO:0060255,GO:0065007,GO:0065009,GO:0070887,GO:0071310,GO:0071323,GO:0071417,GO:0071495,GO:0071704,GO:0071900,GO:0071902,GO:0071944,GO:0080090,GO:0080134,GO:0140096,GO:1900150,GO:1901564,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902531,GO:1902533,GO:2000071	2.7.11.25	ko:K04421	ko04010,ko04722,ko04912,ko05166,map04010,map04722,map04912,map05166	M00688,M00689,M00690	-	-	ko00000,ko00001,ko00002,ko01000,ko01001	-	-	-	Pkinase
M82_02g090450.3.1	4081.Solyc02g090450.2.1	6.77e-223	628.0	28WHY@1|root,2R3A0@2759|Eukaryota,37SAI@33090|Viridiplantae,3GD9E@35493|Streptophyta,44DSF@71274|asterids	35493|Streptophyta	Q	Removal of H(2)O(2), oxidation of toxic reductants, biosynthesis and degradation of lignin, suberization, auxin catabolism, response to environmental stresses such as wounding, pathogen attack and oxidative stress	-	-	1.11.1.7	ko:K00430	ko00940,ko01100,ko01110,map00940,map01100,map01110	-	R00602,R02596,R03919,R04007,R07443	RC00034	ko00000,ko00001,ko01000	-	-	-	peroxidase
M82_02g090620.3.1	4081.Solyc02g090620.2.1	1.32e-251	689.0	28IM5@1|root,2R0SE@2759|Eukaryota,37K0U@33090|Viridiplantae,3GXA2@35493|Streptophyta,44SNX@71274|asterids	35493|Streptophyta	I	Belongs to the sulfotransferase 1 family	-	-	-	-	-	-	-	-	-	-	-	-	Sulfotransfer_1
M82_02g091050.3.1	4081.Solyc02g091050.2.1	0.0	913.0	COG0534@1|root,KOG1347@2759|Eukaryota,37QAX@33090|Viridiplantae,3GGP7@35493|Streptophyta,44MF6@71274|asterids	35493|Streptophyta	V	Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family	-	-	-	ko:K03327	-	-	-	-	ko00000,ko02000	2.A.66.1	-	-	MatE
M82_02g091230.3.1	4081.Solyc02g091230.2.1	1.01e-151	428.0	COG5183@1|root,KOG1609@2759|Eukaryota,37K95@33090|Viridiplantae,3GCDA@35493|Streptophyta,44PU9@71274|asterids	35493|Streptophyta	A	Protein of unknown function (DUF3675)	-	GO:0002376,GO:0002520,GO:0003674,GO:0003824,GO:0004842,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0006464,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0009987,GO:0012505,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0030097,GO:0031410,GO:0031982,GO:0032446,GO:0032501,GO:0032502,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0048513,GO:0048534,GO:0048731,GO:0048856,GO:0070647,GO:0071704,GO:0097708,GO:0140096,GO:1901564	-	-	-	-	-	-	-	-	-	-	DUF3675,RINGv
M82_03g119810.1.1	4081.Solyc02g091380.1.1	4.23e-68	206.0	2CICP@1|root,2S9UR@2759|Eukaryota,37X6C@33090|Viridiplantae,3GK69@35493|Streptophyta,44M4Y@71274|asterids	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
M82_02g091737.1.1	4098.XP_009630115.1	1.77e-41	154.0	COG0297@1|root,2QVHB@2759|Eukaryota,37RSE@33090|Viridiplantae,3GEWQ@35493|Streptophyta,44C81@71274|asterids	35493|Streptophyta	G	Starch synthase catalytic domain	-	-	2.4.1.21	ko:K00703	ko00500,ko01100,ko01110,ko02026,map00500,map01100,map01110,map02026	M00565	R02421	RC00005	ko00000,ko00001,ko00002,ko01000,ko01003	-	GT5	-	Glyco_transf_5
M82_02g092450.3.1	4081.Solyc02g092450.2.1	0.0	1981.0	COG0474@1|root,KOG0204@2759|Eukaryota,37IXA@33090|Viridiplantae,3G8CG@35493|Streptophyta,44R46@71274|asterids	35493|Streptophyta	P	This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium	-	-	3.6.3.8	ko:K01537	-	-	-	-	ko00000,ko01000	3.A.3.2	-	-	CaATP_NAI,Cation_ATPase,Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase_3
M82_02g092870.2.1	4081.Solyc02g092870.1.1	0.0	1746.0	28IBX@1|root,2QQNU@2759|Eukaryota,37NWN@33090|Viridiplantae,3GDMJ@35493|Streptophyta,44QCB@71274|asterids	35493|Streptophyta	S	N-terminal C2 in EEIG1 and EHBP1 proteins	-	-	-	-	-	-	-	-	-	-	-	-	NT-C2
M82_02g092890.1.1	4081.Solyc02g092890.1.1	3.12e-56	175.0	2E3QK@1|root,2R81U@2759|Eukaryota,388A2@33090|Viridiplantae,3GWE6@35493|Streptophyta,44U62@71274|asterids	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
M82_02g093300.3.1	4081.Solyc02g093300.2.1	0.0	2996.0	COG0417@1|root,KOG0970@2759|Eukaryota,37P28@33090|Viridiplantae,3G8TR@35493|Streptophyta,44G38@71274|asterids	35493|Streptophyta	L	DNA polymerase	-	GO:0000228,GO:0000428,GO:0000726,GO:0003674,GO:0003824,GO:0003887,GO:0003896,GO:0003899,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005657,GO:0005658,GO:0005694,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006269,GO:0006270,GO:0006271,GO:0006272,GO:0006273,GO:0006281,GO:0006302,GO:0006303,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007275,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009653,GO:0009965,GO:0009987,GO:0010016,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0022616,GO:0030880,GO:0030894,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032774,GO:0032991,GO:0032993,GO:0033554,GO:0034061,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043596,GO:0043601,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0046483,GO:0048366,GO:0048367,GO:0048731,GO:0048827,GO:0048856,GO:0050896,GO:0051716,GO:0055029,GO:0061695,GO:0070013,GO:0071704,GO:0071897,GO:0090304,GO:0097747,GO:0099402,GO:0140097,GO:0140098,GO:1901360,GO:1901362,GO:1901576,GO:1902494,GO:1905392,GO:1990234	2.7.7.7	ko:K02320	ko00230,ko00240,ko01100,ko03030,map00230,map00240,map01100,map03030	M00261	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032	-	-	-	DNA_pol_B,DNA_pol_B_exo1,DNA_pol_alpha_N,zf-DNA_Pol
M82_02g093500.3.1	4081.Solyc02g093500.2.1	1.21e-281	769.0	28K72@1|root,2QRBK@2759|Eukaryota,37SA3@33090|Viridiplantae,3G989@35493|Streptophyta,44MDY@71274|asterids	35493|Streptophyta	S	GDSL-like Lipase/Acylhydrolase	-	GO:0005575,GO:0005618,GO:0005623,GO:0005911,GO:0009505,GO:0009506,GO:0030054,GO:0030312,GO:0044464,GO:0055044,GO:0071944	-	-	-	-	-	-	-	-	-	-	Lipase_GDSL
M82_02g093980.3.1	4081.Solyc02g093980.2.1	0.0	2168.0	28IBX@1|root,2QQNG@2759|Eukaryota,37I4Z@33090|Viridiplantae,3G7V8@35493|Streptophyta,44QS2@71274|asterids	35493|Streptophyta	S	N-terminal C2 in EEIG1 and EHBP1 proteins	-	-	-	-	-	-	-	-	-	-	-	-	NT-C2
M82_01g009880.2-c2.1	4081.Solyc02g094370.1.1	0.0	1307.0	KOG2344@1|root,KOG2344@2759|Eukaryota,37Q55@33090|Viridiplantae,3G9EC@35493|Streptophyta,44GYW@71274|asterids	35493|Streptophyta	U	Exo70 exocyst complex subunit	-	-	-	ko:K07195	ko04910,map04910	-	-	-	ko00000,ko00001,ko03036,ko04131	-	-	-	Exo70
M82_02g094445.1.1	4081.Solyc02g094450.2.1	1.09e-37	138.0	2CZ13@1|root,2S7QE@2759|Eukaryota,37WUY@33090|Viridiplantae,3GK9Q@35493|Streptophyta,44M0H@71274|asterids	35493|Streptophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
M82_03g005020.3.1	4081.Solyc03g005020.2.1	9.86e-304	827.0	COG0596@1|root,KOG2624@2759|Eukaryota,37J13@33090|Viridiplantae,3GBVW@35493|Streptophyta,44PI5@71274|asterids	35493|Streptophyta	I	Belongs to the AB hydrolase superfamily. Lipase family	-	GO:0002213,GO:0003674,GO:0003824,GO:0006950,GO:0006952,GO:0008150,GO:0016298,GO:0016787,GO:0016788,GO:0050896	3.1.1.13	ko:K01052	ko00100,ko04142,ko04979,map00100,map04142,map04979	-	R01462	RC00055,RC00523	ko00000,ko00001,ko01000	-	-	-	Abhydro_lipase,Abhydrolase_1,Hydrolase_4
M82_03g005080.3.1	4081.Solyc03g005080.2.1	0.0	934.0	COG1232@1|root,KOG1276@2759|Eukaryota,37PDD@33090|Viridiplantae,3GAA2@35493|Streptophyta,44H0R@71274|asterids	35493|Streptophyta	H	Catalyzes the 6-electron oxidation of protoporphyrinogen-IX to form protoporphyrin-IX	-	GO:0000003,GO:0003006,GO:0003674,GO:0003824,GO:0004729,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0007275,GO:0008150,GO:0008152,GO:0009058,GO:0009507,GO:0009526,GO:0009528,GO:0009536,GO:0009706,GO:0009790,GO:0009791,GO:0009793,GO:0009941,GO:0009987,GO:0010154,GO:0015994,GO:0015995,GO:0016020,GO:0016491,GO:0016627,GO:0016634,GO:0018130,GO:0019438,GO:0019866,GO:0022414,GO:0031090,GO:0031966,GO:0031967,GO:0031969,GO:0031975,GO:0032501,GO:0032502,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042170,GO:0042440,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044249,GO:0044271,GO:0044422,GO:0044424,GO:0044429,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0046148,GO:0046483,GO:0048316,GO:0048608,GO:0048731,GO:0048856,GO:0051186,GO:0051188,GO:0055114,GO:0061458,GO:0070818,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	1.3.3.15,1.3.3.4	ko:K00231	ko00860,ko01100,ko01110,map00860,map01100,map01110	M00121	R03222,R04178	RC00885	ko00000,ko00001,ko00002,ko01000	-	-	-	Amino_oxidase
M82_03g005570.3.1	4081.Solyc03g005570.2.1	2.92e-182	506.0	COG5147@1|root,KOG0048@2759|Eukaryota,37JGS@33090|Viridiplantae,3G93C@35493|Streptophyta,44SMZ@71274|asterids	35493|Streptophyta	K	Myb-like DNA-binding domain	-	-	-	ko:K09422	-	-	-	-	ko00000,ko03000	-	-	-	Myb_DNA-binding
M82_03g005690.3.1	4081.Solyc03g005690.2.1	2.03e-213	590.0	28NBH@1|root,2QUWZ@2759|Eukaryota,37PXU@33090|Viridiplantae,3GFWQ@35493|Streptophyta,44HV4@71274|asterids	35493|Streptophyta	S	Cysteine-rich repeat secretory protein 3-like	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005911,GO:0006091,GO:0006810,GO:0008150,GO:0008152,GO:0009506,GO:0009507,GO:0009536,GO:0009767,GO:0009773,GO:0009987,GO:0010496,GO:0010497,GO:0010598,GO:0015979,GO:0016020,GO:0016032,GO:0019684,GO:0022900,GO:0030054,GO:0032991,GO:0040011,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044000,GO:0044237,GO:0044403,GO:0044419,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0044766,GO:0046739,GO:0046794,GO:0051179,GO:0051234,GO:0051701,GO:0051704,GO:0051814,GO:0052126,GO:0052192,GO:0055044,GO:0055114,GO:0098796,GO:1902579	-	-	-	-	-	-	-	-	-	-	Stress-antifung
M82_03g005840.2.1	4081.Solyc03g005840.1.1	3.84e-115	337.0	KOG1418@1|root,KOG1418@2759|Eukaryota,37MPJ@33090|Viridiplantae,3GAWY@35493|Streptophyta,44BFQ@71274|asterids	35493|Streptophyta	P	Two-pore potassium channel 3-like	-	GO:0000325,GO:0003674,GO:0003824,GO:0004788,GO:0005215,GO:0005216,GO:0005261,GO:0005267,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0005829,GO:0005886,GO:0005887,GO:0006725,GO:0006732,GO:0006766,GO:0006767,GO:0006772,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006996,GO:0008150,GO:0008152,GO:0008324,GO:0009058,GO:0009108,GO:0009229,GO:0009314,GO:0009416,GO:0009507,GO:0009532,GO:0009533,GO:0009534,GO:0009536,GO:0009570,GO:0009579,GO:0009628,GO:0009657,GO:0009668,GO:0009705,GO:0009987,GO:0010027,GO:0010196,GO:0015075,GO:0015077,GO:0015079,GO:0015267,GO:0015318,GO:0015672,GO:0016020,GO:0016021,GO:0016043,GO:0016740,GO:0016772,GO:0016778,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0022607,GO:0022803,GO:0022838,GO:0022840,GO:0022841,GO:0022842,GO:0022857,GO:0022890,GO:0030001,GO:0030322,GO:0031090,GO:0031224,GO:0031226,GO:0031976,GO:0031984,GO:0034220,GO:0034641,GO:0042357,GO:0042391,GO:0042723,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044434,GO:0044435,GO:0044437,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0046483,GO:0046873,GO:0050896,GO:0051179,GO:0051186,GO:0051188,GO:0051234,GO:0051259,GO:0051260,GO:0055085,GO:0061024,GO:0065003,GO:0065007,GO:0065008,GO:0071704,GO:0071804,GO:0071805,GO:0071840,GO:0071944,GO:0072527,GO:0072528,GO:0090407,GO:0098588,GO:0098655,GO:0098660,GO:0098662,GO:0098805,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1990066	-	ko:K05389	-	-	-	-	ko00000,ko04040	1.A.1.7	-	-	Ion_trans_2
M82_03g006110.3.1	4081.Solyc03g006110.2.1	0.0	926.0	KOG0583@1|root,KOG0583@2759|Eukaryota,37HJQ@33090|Viridiplantae,3GDBQ@35493|Streptophyta,44GXM@71274|asterids	35493|Streptophyta	T	CBL-interacting protein kinase	CIPK20	GO:0001101,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009719,GO:0009725,GO:0009737,GO:0009987,GO:0010033,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018105,GO:0018107,GO:0018193,GO:0018209,GO:0018210,GO:0019538,GO:0023052,GO:0033993,GO:0035556,GO:0036211,GO:0042221,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071704,GO:0097305,GO:0140096,GO:1901564,GO:1901700	2.7.11.1,2.7.11.11	ko:K07198,ko:K12761	ko04068,ko04113,ko04138,ko04140,ko04150,ko04151,ko04152,ko04211,ko04213,ko04371,ko04530,ko04710,ko04714,ko04910,ko04920,ko04921,ko04922,ko04931,ko04932,ko05410,ko05418,map04068,map04113,map04138,map04140,map04150,map04151,map04152,map04211,map04213,map04371,map04530,map04710,map04714,map04910,map04920,map04921,map04922,map04931,map04932,map05410,map05418	-	-	-	ko00000,ko00001,ko01000,ko01001,ko03029,ko04131	-	-	-	NAF,Pkinase
M82_03g006570.3.1	4081.Solyc03g006570.2.1	0.0	2567.0	COG0553@1|root,KOG1001@2759|Eukaryota,37KHS@33090|Viridiplantae,3GDVD@35493|Streptophyta,44BVH@71274|asterids	35493|Streptophyta	KL	SNF2 family N-terminal domain	-	GO:0000724,GO:0000725,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009292,GO:0009294,GO:0009987,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044764,GO:0045003,GO:0046483,GO:0050896,GO:0051704,GO:0051716,GO:0071704,GO:0090304,GO:1901360	-	-	-	-	-	-	-	-	-	-	Helicase_C,SNF2_N,zf-C3HC4,zf-C3HC4_2
